시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202110,29,"16,000",5,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202110,13,"13,250",1,1989,산양큰길 37,,-,-
강원도 강릉시 포남동,1107-7,1107,7,포남대림,127.78,202110,15,"20,000",6,1992,강릉대로359번길 12-7,,-,-
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202110,5,"34,000",8,2007,토성로 39,,-,-
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.409,202110,6,"37,500",11,2007,토성로 39,,-,-
강원도 강릉시 홍제동,989,989,0,삼우,59.68,202110,12,"13,000",4,1989,하슬라로30번길 7,,-,-
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202110,19,"36,000",6,2018,선수촌로 10,,-,-
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202110,27,"37,000",10,2018,선수촌로 10,,-,-
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202110,28,"33,000",1,2018,선수촌로 10,,-,-
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202110,28,"35,500",3,2018,선수촌로 10,,-,-
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,78.4089,202110,1,"42,000",7,2016,선수촌로 55,,-,-
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9843,202110,1,"50,000",11,2016,선수촌로 55,,-,-
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202110,18,"50,000",10,2016,선수촌로 55,,-,-
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,202110,6,"31,000",9,2005,홍제로71번길 1,,-,-
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.59,202110,3,"37,000",9,2015,토성로 56,,-,-
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,84.97,202110,28,"41,000",18,2015,토성로 56,,-,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202110,18,"36,500",16,2017,회산로 344,,-,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202110,23,"27,800",18,2017,회산로 344,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.8863,202110,2,"38,000",4,2019,회산로 313,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.8863,202110,5,"41,800",13,2019,회산로 313,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.9955,202110,5,"38,300",3,2019,회산로 313,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.8863,202110,17,"41,100",8,2019,회산로 313,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.961,202110,24,"39,200",13,2019,회산로 313,,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.961,202110,26,"39,200",13,2019,회산로 313,20211027,-,-
강원도 강릉시 회산동,610,610,0,강릉회산한신더휴,84.961,202110,29,"42,000",20,2019,회산로 313,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202110,4,"34,400",7,2018,회산로383번길 37,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,59.9893,202110,9,"30,500",11,2018,회산로383번길 37,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202110,19,"34,000",20,2018,회산로383번길 37,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202110,23,"33,900",5,2018,회산로383번길 37,,-,-
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,202110,16,"7,800",9,1998,수성로 126-5,,-,-
강원도 고성군 간성읍 상리,501,501,0,동해2,51,202110,24,"6,300",3,1990,수성로 90,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202110,2,"11,000",8,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202110,5,"11,400",8,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202110,11,"12,000",7,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,202110,16,"13,800",10,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,183,183,0,동해1,47.35,202110,21,"5,300",1,1989,간성로39번길 23,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202110,13,"24,000",4,2006,해오름해변길 70,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202110,18,"24,000",5,2006,해오름해변길 70,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202110,22,"19,000",4,2006,해오름해변길 70,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202110,30,"26,000",12,2006,해오름해변길 70,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,202110,30,"33,000",6,2006,해오름해변길 70,,-,-
강원도 고성군 토성면 봉포리,384,384,0,고성봉포코아루오션비치,75.9201,202110,19,"24,680",5,2021,학사촌길 91-1,,-,-
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202110,1,"23,800",12,2020,광포1길 7,,-,-
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202110,9,"21,500",3,2020,광포1길 7,,-,-
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202110,23,"25,400",17,2020,광포1길 7,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202110,2,"15,000",6,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202110,10,"23,000",11,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,59.52,202110,15,"18,000",12,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202110,16,"21,000",9,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202110,19,"26,000",13,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,59.52,202110,25,"17,000",5,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,202110,28,"20,500",7,2006,아야진해변길 1,,-,-
강원도 동해시 구미동,521,521,0,현진,52.06,202110,12,"5,500",15,1995,구미4길 1,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202110,8,"8,000",5,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202110,8,"10,700",14,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202110,15,"8,300",14,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202110,17,"9,700",11,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",45,202110,19,"5,900",13,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,202110,20,"11,500",18,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202110,2,"8,400",12,1996,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202110,4,"13,900",7,1996,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,45,202110,5,"5,400",15,1996,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202110,20,"8,000",11,1996,청운1길 29,,-,-
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,84.9607,202110,1,"30,200",4,2019,효자로 636-2,,-,-
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,111.7756,202110,5,"36,000",19,2019,효자로 636-2,,-,-
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,84.9607,202110,9,"31,500",6,2019,효자로 636-2,,-,-
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,202110,25,"21,000",5,2007,청운1길 29,,-,-
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,84.9625,202110,1,"29,500",20,2018,효자남길 33-20,,-,-
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,74.7297,202110,4,"26,300",6,2018,효자남길 33-20,,-,-
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,74.7297,202110,14,"26,500",24,2018,효자남길 33-20,,-,-
강원도 동해시 동회동,442,442,0,현대4차,73.4675,202110,13,"11,500",13,1998,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,현대4차,73.4675,202110,13,"11,300",5,1998,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,현대4차,45,202110,22,"6,250",9,1998,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,현대4차,59.3575,202110,23,"8,500",2,1998,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,현대5차,134.783,202110,9,"20,800",12,1999,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,현대5차,77.7562,202110,11,"14,100",19,1999,청운1길 29,,-,-
강원도 동해시 묵호진동,1-83,1,83,삼본임대,40.965,202110,18,"6,000",4,1996,해맞이길 231,,-,-
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,202110,5,"6,500",2,1991,수원지2길 6-9,,-,-
강원도 동해시 발한동,597-36,597,36,대원,22.23,202110,19,800,3,1990,수원지2길 2,,-,-
강원도 동해시 발한동,219-5,219,5,동해프라자,64.2,202110,6,"6,500",11,1988,발한로 176,,-,-
강원도 동해시 발한동,334-1,334,1,삼성,84.99,202110,23,"11,700",2,1996,해안로 605,,-,-
강원도 동해시 발한동,599,599,0,삼우,37.08,202110,28,"2,300",5,1988,수원지2길 12-3,,-,-
강원도 동해시 발한동,125-2,125,2,성남,51.75,202110,27,"4,700",3,1986,붉은언덕길 6,,-,-
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202110,9,"2,700",5,1985,수원지2길 15,,-,-
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202110,14,"2,800",3,1985,수원지2길 19,20211015,-,-
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202110,14,"2,750",3,1985,수원지2길 19,,-,-
강원도 동해시 발한동,599-31,599,31,유성,24.84,202110,22,"1,600",5,1989,수원지2길 24,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202110,16,"18,500",14,2018,지리골길 31,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202110,25,"16,500",1,2018,지리골길 31,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202110,26,"17,800",6,2018,지리골길 31,,-,-
강원도 동해시 부곡동,Jan-73,73,1,동해,57.43,202110,14,"3,350",4,1981,가마골길 42-10,,-,-
강원도 동해시 부곡동,112,112,0,삼정(다라),53.1,202110,23,"3,000",2,1986,부곡3길 22,,-,-
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,202110,27,"5,600",1,1991,부곡4길 10,,-,-
강원도 동해시 부곡동,80,80,0,선샤인파크,77.1,202110,17,"13,400",15,2005,임항로 10,,-,-
강원도 동해시 부곡동,80,80,0,선샤인파크,77.1,202110,26,"12,000",8,2005,임항로 10,,-,-
강원도 동해시 부곡동,105-1,105,1,승우4차,84.96,202110,10,"14,800",3,1995,임항로 36,20211012,-,-
강원도 동해시 부곡동,599-32,599,32,우석2차,31.76,202110,26,"1,800",5,1987,수원지2길 17-8,,-,-
강원도 동해시 부곡동,599-32,599,32,우석2차,41.25,202110,30,"3,000",5,1987,수원지2길 17-8,,-,-
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202110,28,"3,850",7,1995,부곡2길 26,,-,-
강원도 동해시 부곡동,5-82,5,82,일정골든타워,30.273,202110,6,"3,300",6,1996,해안로 449,,-,-
강원도 동해시 부곡동,5-82,5,82,일정골든타워,30.273,202110,22,"2,900",4,1996,해안로 449,,-,-
강원도 동해시 북평동,327,327,0,e편한세상동해,78.64,202110,2,"28,000",17,2020,단봉길 39,,-,-
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202110,22,"30,800",7,2020,단봉길 39,,-,-
강원도 동해시 북평동,151-5,151,5,북평주공2차,39.3,202110,2,"4,000",2,1989,전천로 270,,-,-
강원도 동해시 송정동,849-83,849,83,덕산,99.99,202110,12,"13,000",10,2009,송정중앙로 68,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202110,5,"5,500",3,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202110,11,"5,600",6,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202110,12,"6,000",11,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202110,14,"7,700",15,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202110,15,"7,500",1,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202110,19,"6,000",14,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202110,20,"8,400",1,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202110,20,"8,400",1,2012,효자로 572-1,20211029,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202110,21,"6,500",14,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,452,452,0,유존양지빌라,59.99,202110,15,"5,000",2,1993,새골길 5,,-,-
강원도 동해시 쇄운동,348,348,0,한림,49.57,202110,18,"1,400",5,1988,언당길 16,,-,-
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202110,21,"6,000",2,1996,해맞이길 231,,-,-
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202110,29,"8,200",4,1996,해맞이길 231,,-,-
강원도 동해시 용정동,260-2,260,2,범주성지,84.67,202110,2,"8,000",5,1996,초원2길 5,,-,-
강원도 동해시 용정동,260-2,260,2,범주성지,46.29,202110,12,"10,500",5,1996,초원2길 5,,-,-
강원도 동해시 용정동,250-1,250,1,승우,59.96,202110,16,"6,000",5,1993,봉오동길 22,,-,-
강원도 동해시 용정동,250-1,250,1,승우,59.96,202110,17,"4,000",5,1993,봉오동길 22,,-,-
강원도 동해시 이도동,302-6,302,6,강변,59.955,202110,18,"6,900",9,1996,전천로 175-24,,-,-
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9416,202110,1,"26,300",5,2019,동해대로 4833,,-,-
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9464,202110,7,"25,800",2,2019,동해대로 4833,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,2,"5,700",8,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,3,"6,200",15,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,5,"6,300",10,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,8,"6,400",4,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,15,"5,800",1,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202110,25,"6,000",5,1999,이원길 180-2,,-,-
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202110,22,"8,700",15,1999,이원길 180-2,,-,-
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202110,24,"8,000",11,1999,이원길 180-2,,-,-
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202110,25,"8,100",4,1999,이원길 180-2,,-,-
강원도 동해시 이도동,172,172,0,현대,59.97,202110,12,"7,700",15,1996,이원길 180,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,202110,15,"3,000",2,2007,월평로 49,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,54.42,202110,15,"3,000",5,2007,월평로 49,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202110,27,"2,700",4,2007,월평로 49,,-,-
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202110,7,"10,950",8,1992,천곡로 56-3,,-,-
강원도 동해시 천곡동,1077-2,1077,2,동아,84.97,202110,7,"13,050",8,1992,천곡로 56-3,,-,-
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202110,7,"9,700",2,1992,천곡로 56-3,,-,-
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202110,8,"11,000",15,1992,천곡로 56-3,,-,-
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.908,202110,1,"19,500",13,2007,평릉길 14,,-,-
강원도 동해시 천곡동,Feb-91,91,2,롯데,84.81,202110,23,"12,000",6,1996,감추7길 22-11,,-,-
강원도 동해시 천곡동,1060-2,1060,2,센트로빌,79.7485,202110,9,"18,200",9,2003,한섬로 73,,-,-
강원도 동해시 천곡동,1004-12,1004,12,시영1차,59.85,202110,11,"4,800",5,1991,동굴로 40,,-,-
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202110,2,"9,600",11,1996,천곡1길 3,,-,-
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202110,8,"8,800",11,1996,천곡1길 3,,-,-
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202110,16,"8,700",4,1996,천곡1길 3,,-,-
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,59.3,202110,13,"11,000",2,1984,한섬로 87,,-,-
강원도 동해시 천곡동,306,306,0,천곡주공3차,59.3,202110,11,"6,000",5,1985,동굴로 61-19,,-,-
강원도 동해시 천곡동,306,306,0,천곡주공3차,49.22,202110,27,"8,500",5,1985,동굴로 61-19,20211104,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202110,1,"5,500",5,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202110,4,"5,200",4,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202110,15,"4,980",1,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.98,202110,15,"7,200",3,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.68,202110,18,"6,600",1,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,791,791,0,한양1차,120.31,202110,2,"15,000",3,1990,천곡로 7,,-,-
강원도 동해시 천곡동,791,791,0,한양1차,84.985,202110,7,"11,900",11,1990,천곡로 7,,-,-
강원도 동해시 천곡동,794,794,0,한양2차,72.71,202110,27,"9,700",13,1991,천곡로 15,,-,-
강원도 동해시 천곡동,794,794,0,한양2차,84.855,202110,30,"12,500",6,1991,천곡로 15,,-,-
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202110,2,"6,900",15,1992,천곡로 15,,-,-
강원도 동해시 천곡동,794,794,0,한양3차,84.855,202110,16,"12,500",7,1992,천곡로 15,,-,-
강원도 동해시 천곡동,1103,1103,0,한양수자인,71.757,202110,6,"18,900",10,2016,평릉1길 37-1,,-,-
